idade,trabalha,horas_dia_num,impacto_relacoes,plataforma_mais_usada,horario_pico
18,Não,10.33,Piorou,YouTube,Manhã
34,Sim,8.03,Melhorou,Instagram,Noite
17,Não,12.2,Melhorou,Facebook,Manhã
21,Sim,6.67,Sem Mudança,YouTube,Noite
19,Sim,2.43,Sem Mudança,Instagram,Noite
26,Sim,8.97,Melhorou,YouTube,Noite
52,Não,6.63,Sem Mudança,YouTube,Tarde
43,Sim,6.67,Melhorou,TikTok,Tarde
41,Não,6.75,Piorou,Instagram,Tarde
35,Sim,7.45,Piorou,Twitter,Noite
21,Sim,2.68,Sem Mudança,Instagram,Noite
31,Sim,8.65,Piorou,Twitter,Noite
18,Não,12.14,Piorou,TikTok,Tarde
44,Sim,6.89,Melhorou,Twitter,Noite
57,Não,10.08,Melhorou,YouTube,Manhã
47,Sim,1.78,Melhorou,TikTok,Noite
30,Sim,7.81,Melhorou,Facebook,Noite
28,Sim,7.0,Sem Mudança,Facebook,Noite
42,Não,13.66,Sem Mudança,YouTube,Noite
18,Sim,5.82,Piorou,YouTube,Noite
59,Sim,1.05,Melhorou,Instagram,Manhã
59,Não,14.92,Piorou,Facebook,Tarde
54,Sim,5.76,Piorou,Twitter,Noite
54,Não,14.29,Melhorou,TikTok,Tarde
58,Não,7.52,Piorou,Instagram,Noite
11,Não,9.58,Melhorou,Instagram,Tarde
16,Sim,5.38,Sem Mudança,TikTok,Noite
56,Sim,7.16,Sem Mudança,TikTok,Manhã
20,Não,8.06,Melhorou,YouTube,Manhã
59,Sim,2.01,Piorou,TikTok,Manhã
22,Sim,1.07,Piorou,YouTube,Noite
53,Não,8.01,Sem Mudança,Facebook,Noite
40,Sim,6.52,Sem Mudança,Twitter,Noite
17,Sim,6.46,Piorou,YouTube,Noite
23,Sim,4.61,Sem Mudança,Twitter,Noite
50,Não,9.65,Sem Mudança,Facebook,Manhã
35,Sim,9.68,Sem Mudança,Instagram,Noite
24,Sim,2.64,Melhorou,TikTok,Noite
10,Não,10.85,Piorou,Instagram,Tarde
30,Sim,2.11,Sem Mudança,YouTube,Noite
20,Não,12.92,Piorou,YouTube,Tarde
32,Sim,6.24,Melhorou,Instagram,Noite
51,Sim,4.78,Sem Mudança,TikTok,Manhã
53,Sim,7.88,Melhorou,YouTube,Tarde
41,Sim,2.43,Sem Mudança,Twitter,Manhã
48,Sim,1.56,Piorou,Instagram,Noite
26,Sim,7.23,Piorou,Instagram,Noite
53,Sim,3.47,Sem Mudança,YouTube,Tarde
46,Sim,3.2,Piorou,Instagram,Noite
35,Sim,3.24,Sem Mudança,Facebook,Noite
45,Sim,4.66,Sem Mudança,TikTok,Noite
50,Não,9.0,Sem Mudança,TikTok,Noite
35,Sim,9.85,Sem Mudança,Facebook,Noite
59,Não,10.31,Piorou,Instagram,Tarde
14,Não,12.25,Sem Mudança,Twitter,Manhã
50,Não,4.66,Piorou,YouTube,Noite
33,Sim,9.08,Sem Mudança,Facebook,Noite
39,Sim,2.27,Melhorou,Instagram,Noite
20,Sim,3.77,Piorou,TikTok,Noite
54,Sim,3.83,Sem Mudança,YouTube,Noite
29,Sim,3.58,Sem Mudança,Instagram,Noite
19,Sim,6.37,Melhorou,Twitter,Noite
27,Sim,3.23,Piorou,Twitter,Noite
18,Não,8.68,Sem Mudança,YouTube,Noite
43,Sim,2.86,Piorou,TikTok,Noite
48,Não,10.2,Melhorou,TikTok,Manhã
35,Sim,9.05,Melhorou,Instagram,Noite
59,Não,4.48,Sem Mudança,TikTok,Manhã
47,Sim,1.88,Sem Mudança,Twitter,Noite
27,Sim,9.9,Piorou,Instagram,Noite
31,Sim,1.74,Piorou,TikTok,Noite
33,Sim,1.18,Melhorou,TikTok,Noite
19,Não,10.48,Melhorou,Twitter,Noite
16,Não,9.39,Melhorou,Facebook,Tarde
49,Não,12.16,Sem Mudança,TikTok,Manhã
19,Não,12.57,Sem Mudança,Instagram,Manhã
18,Sim,4.81,Piorou,Twitter,Noite
30,Sim,5.06,Melhorou,Facebook,Noite
28,Sim,9.08,Piorou,TikTok,Noite
47,Não,13.03,Sem Mudança,TikTok,Tarde
16,Não,12.01,Piorou,Facebook,Noite
41,Sim,3.27,Melhorou,Facebook,Tarde
56,Sim,5.56,Melhorou,TikTok,Noite
52,Sim,5.73,Piorou,TikTok,Manhã
41,Sim,2.65,Piorou,YouTube,Noite
24,Sim,9.92,Sem Mudança,Twitter,Noite
17,Não,11.67,Sem Mudança,YouTube,Manhã
34,Sim,3.52,Piorou,Facebook,Noite
10,Não,14.6,Piorou,Facebook,Tarde
24,Sim,1.15,Sem Mudança,Twitter,Noite
40,Sim,8.68,Melhorou,Twitter,Noite
16,Sim,9.79,Melhorou,Twitter,Noite
36,Sim,5.02,Sem Mudança,Twitter,Noite
28,Sim,8.35,Sem Mudança,Instagram,Noite
56,Sim,4.71,Melhorou,YouTube,Noite
39,Sim,6.55,Piorou,TikTok,Noite
43,Sim,6.13,Sem Mudança,Instagram,Manhã
13,Não,10.92,Melhorou,Facebook,Noite
47,Sim,2.0,Sem Mudança,YouTube,Noite
45,Sim,5.27,Piorou,YouTube,Tarde
58,Não,6.83,Piorou,Facebook,Manhã
38,Sim,2.31,Piorou,TikTok,Noite
29,Sim,4.2,Melhorou,TikTok,Noite
14,Não,14.22,Sem Mudança,Twitter,Tarde
26,Sim,8.32,Sem Mudança,Facebook,Noite
59,Sim,6.75,Melhorou,YouTube,Manhã
49,Não,8.32,Piorou,Facebook,Noite
30,Sim,3.65,Melhorou,Twitter,Noite
28,Sim,4.71,Melhorou,Twitter,Noite
43,Não,6.64,Melhorou,Facebook,Noite
10,Não,14.97,Piorou,Instagram,Manhã
34,Sim,5.45,Piorou,YouTube,Noite
50,Não,10.35,Piorou,TikTok,Tarde
28,Sim,2.38,Sem Mudança,YouTube,Noite
46,Não,10.43,Piorou,Instagram,Manhã
46,Sim,7.69,Sem Mudança,TikTok,Manhã
20,Não,8.53,Melhorou,Facebook,Noite
46,Sim,2.69,Piorou,Twitter,Manhã
30,Sim,4.34,Melhorou,YouTube,Noite
19,Sim,8.83,Sem Mudança,Instagram,Noite
43,Sim,7.11,Piorou,Twitter,Noite
36,Sim,7.13,Sem Mudança,Twitter,Noite
49,Não,12.59,Piorou,Facebook,Noite
55,Sim,4.04,Piorou,YouTube,Tarde
19,Não,13.84,Sem Mudança,YouTube,Tarde
51,Não,14.91,Sem Mudança,TikTok,Noite
33,Sim,8.44,Sem Mudança,YouTube,Noite
56,Não,14.19,Piorou,YouTube,Manhã
19,Sim,8.74,Melhorou,Twitter,Noite
58,Não,12.61,Piorou,Instagram,Noite
22,Sim,8.41,Piorou,TikTok,Noite
43,Não,7.74,Sem Mudança,Instagram,Manhã
47,Não,13.54,Melhorou,Twitter,Tarde
23,Sim,5.35,Melhorou,YouTube,Noite
40,Sim,8.84,Melhorou,Twitter,Noite
22,Não,10.07,Piorou,Instagram,Noite
16,Não,13.47,Melhorou,Facebook,Noite
46,Não,4.61,Sem Mudança,YouTube,Manhã
37,Sim,8.32,Sem Mudança,YouTube,Noite
10,Não,10.92,Sem Mudança,Instagram,Tarde
50,Sim,7.36,Piorou,Facebook,Tarde
31,Sim,8.31,Piorou,Instagram,Noite
14,Não,12.8,Sem Mudança,TikTok,Manhã
42,Não,9.17,Melhorou,Instagram,Tarde
57,Sim,5.33,Piorou,TikTok,Noite
12,Não,10.4,Piorou,Instagram,Manhã
48,Não,10.89,Piorou,Facebook,Manhã
38,Sim,2.07,Sem Mudança,YouTube,Noite
12,Não,13.75,Melhorou,Instagram,Manhã
38,Sim,3.75,Piorou,TikTok,Noite
12,Não,12.88,Piorou,TikTok,Noite
43,Não,9.47,Melhorou,YouTube,Manhã
57,Sim,6.85,Melhorou,TikTok,Tarde
49,Sim,4.97,Piorou,TikTok,Noite
38,Sim,6.11,Sem Mudança,Instagram,Noite
30,Sim,3.47,Piorou,TikTok,Noite
54,Não,5.8,Melhorou,TikTok,Manhã
10,Não,10.75,Melhorou,YouTube,Noite
35,Sim,9.88,Piorou,YouTube,Noite
45,Sim,3.06,Melhorou,Facebook,Tarde
16,Não,8.03,Sem Mudança,Facebook,Noite
42,Não,12.35,Piorou,Facebook,Manhã
38,Sim,4.43,Piorou,Facebook,Noite
21,Sim,4.66,Piorou,Facebook,Noite
20,Não,11.11,Melhorou,Instagram,Tarde
59,Sim,7.37,Melhorou,TikTok,Manhã
23,Sim,7.47,Melhorou,Instagram,Noite
12,Não,10.47,Melhorou,TikTok,Manhã
43,Não,7.63,Melhorou,Twitter,Manhã
44,Sim,5.4,Sem Mudança,Facebook,Tarde
41,Sim,6.12,Melhorou,Instagram,Tarde
35,Sim,8.84,Sem Mudança,YouTube,Noite
43,Sim,5.66,Melhorou,Facebook,Manhã
12,Não,9.4,Sem Mudança,TikTok,Manhã
21,Sim,5.61,Piorou,TikTok,Noite
12,Não,13.76,Sem Mudança,Facebook,Noite
12,Não,9.65,Piorou,YouTube,Manhã
54,Sim,4.51,Sem Mudança,Facebook,Tarde
40,Sim,8.33,Sem Mudança,Facebook,Noite
11,Não,8.28,Piorou,Facebook,Noite
32,Sim,6.71,Sem Mudança,YouTube,Noite
54,Sim,1.75,Piorou,TikTok,Tarde
40,Sim,2.5,Piorou,Facebook,Noite
54,Sim,3.54,Piorou,Facebook,Noite
47,Sim,1.63,Sem Mudança,YouTube,Manhã
34,Sim,7.03,Piorou,Instagram,Noite
21,Não,10.57,Melhorou,Twitter,Manhã
14,Não,14.35,Melhorou,Instagram,Tarde
20,Sim,2.77,Piorou,YouTube,Noite
48,Sim,1.03,Sem Mudança,Facebook,Noite
11,Não,9.5,Sem Mudança,YouTube,Noite
15,Não,8.04,Piorou,TikTok,Noite
11,Não,10.46,Melhorou,Instagram,Manhã
19,Não,10.74,Piorou,Facebook,Manhã
47,Não,4.08,Sem Mudança,TikTok,Manhã
21,Sim,6.79,Piorou,Facebook,Noite
50,Sim,1.06,Piorou,TikTok,Manhã
15,Não,8.06,Piorou,Instagram,Noite
32,Sim,5.44,Melhorou,Facebook,Noite
21,Não,10.28,Sem Mudança,YouTube,Manhã
47,Não,6.34,Piorou,Twitter,Manhã
56,Não,13.36,Sem Mudança,TikTok,Tarde
48,Não,10.8,Melhorou,Twitter,Manhã
12,Não,12.74,Sem Mudança,Instagram,Manhã
47,Não,6.69,Sem Mudança,Instagram,Tarde
37,Sim,1.39,Melhorou,Instagram,Noite
31,Sim,8.94,Sem Mudança,Facebook,Noite
40,Sim,3.74,Melhorou,YouTube,Noite
55,Não,6.09,Melhorou,Twitter,Noite
39,Sim,6.36,Melhorou,Facebook,Noite
25,Sim,6.78,Melhorou,TikTok,Noite
40,Sim,4.25,Piorou,YouTube,Noite
41,Sim,5.74,Piorou,Facebook,Noite
52,Sim,1.37,Sem Mudança,Facebook,Tarde
28,Sim,8.54,Sem Mudança,TikTok,Noite
48,Não,4.56,Melhorou,Instagram,Tarde
25,Sim,3.31,Melhorou,YouTube,Noite
21,Não,9.07,Melhorou,Facebook,Noite
36,Sim,6.26,Melhorou,TikTok,Noite
55,Não,9.01,Piorou,YouTube,Noite
37,Sim,1.74,Sem Mudança,TikTok,Noite
34,Sim,6.99,Piorou,Facebook,Noite
52,Não,13.01,Melhorou,Twitter,Noite
36,Sim,5.71,Melhorou,Twitter,Noite
41,Não,6.23,Melhorou,YouTube,Tarde
17,Sim,8.74,Melhorou,YouTube,Noite
28,Sim,4.44,Sem Mudança,TikTok,Noite
43,Não,11.1,Melhorou,Twitter,Tarde
36,Sim,6.27,Sem Mudança,Instagram,Noite
37,Sim,5.06,Piorou,YouTube,Noite
28,Sim,2.57,Piorou,Facebook,Noite
22,Sim,2.1,Piorou,TikTok,Noite
11,Não,9.42,Piorou,Facebook,Manhã
26,Sim,6.47,Piorou,Facebook,Noite
54,Sim,1.16,Melhorou,Facebook,Tarde
35,Sim,1.18,Sem Mudança,Facebook,Noite
23,Sim,3.21,Sem Mudança,YouTube,Noite
24,Sim,2.25,Piorou,YouTube,Noite
48,Sim,2.08,Piorou,YouTube,Tarde
44,Sim,1.65,Piorou,Twitter,Manhã
38,Sim,3.42,Piorou,TikTok,Noite
40,Sim,3.08,Sem Mudança,TikTok,Noite
25,Sim,7.36,Sem Mudança,TikTok,Noite
47,Sim,4.85,Sem Mudança,Facebook,Noite
56,Não,8.28,Sem Mudança,TikTok,Noite
54,Sim,5.08,Sem Mudança,Facebook,Noite
28,Sim,7.47,Melhorou,Facebook,Noite
47,Não,9.77,Piorou,Twitter,Tarde
26,Sim,5.17,Piorou,Twitter,Noite
11,Não,11.67,Piorou,TikTok,Noite
10,Não,10.57,Melhorou,TikTok,Manhã
45,Sim,3.62,Sem Mudança,Instagram,Manhã
13,Não,9.41,Melhorou,TikTok,Noite
35,Sim,5.98,Melhorou,Twitter,Noite
15,Não,14.64,Sem Mudança,Twitter,Manhã
22,Não,8.06,Sem Mudança,Facebook,Manhã
39,Sim,5.85,Melhorou,Facebook,Noite
21,Não,13.99,Melhorou,Instagram,Noite
35,Sim,1.46,Piorou,YouTube,Noite
21,Sim,7.11,Piorou,Twitter,Noite
14,Não,11.25,Sem Mudança,Facebook,Manhã
29,Sim,6.53,Melhorou,Facebook,Noite
39,Sim,8.79,Sem Mudança,TikTok,Noite
19,Não,12.67,Melhorou,Instagram,Manhã
34,Sim,7.98,Piorou,Twitter,Noite
46,Não,8.36,Sem Mudança,Twitter,Noite
51,Sim,6.47,Melhorou,Facebook,Noite
50,Não,7.2,Melhorou,Twitter,Manhã
42,Não,13.16,Piorou,TikTok,Noite
26,Sim,8.92,Sem Mudança,Twitter,Noite
16,Não,12.86,Sem Mudança,Twitter,Noite
22,Não,12.27,Piorou,Instagram,Manhã
57,Não,10.48,Melhorou,YouTube,Noite
11,Não,9.67,Sem Mudança,Facebook,Tarde
14,Não,13.42,Sem Mudança,Facebook,Tarde
26,Sim,2.47,Melhorou,Facebook,Noite
59,Sim,5.27,Piorou,TikTok,Noite
46,Não,13.63,Sem Mudança,YouTube,Tarde
47,Sim,2.96,Melhorou,TikTok,Manhã
41,Não,14.9,Piorou,Instagram,Noite
47,Sim,6.07,Melhorou,Facebook,Noite
41,Não,5.03,Piorou,Twitter,Noite
23,Sim,5.78,Sem Mudança,TikTok,Noite
46,Não,13.3,Piorou,Instagram,Tarde
14,Não,10.46,Sem Mudança,YouTube,Noite
26,Sim,9.56,Piorou,YouTube,Noite
16,Não,11.87,Sem Mudança,TikTok,Tarde
13,Não,12.32,Sem Mudança,TikTok,Noite
32,Sim,1.99,Piorou,YouTube,Noite
26,Sim,3.36,Piorou,YouTube,Noite
32,Sim,2.83,Sem Mudança,TikTok,Noite
43,Sim,6.71,Piorou,Instagram,Manhã
51,Não,12.04,Melhorou,Twitter,Tarde
19,Não,11.62,Piorou,Facebook,Noite
59,Não,14.44,Piorou,Twitter,Tarde
44,Não,7.54,Melhorou,Facebook,Manhã
19,Sim,4.38,Melhorou,Facebook,Noite
48,Sim,1.98,Sem Mudança,Facebook,Manhã
25,Sim,4.51,Sem Mudança,YouTube,Noite
41,Não,4.84,Piorou,YouTube,Tarde
58,Não,8.38,Piorou,Facebook,Manhã
45,Não,11.55,Piorou,YouTube,Manhã
19,Não,10.87,Sem Mudança,Instagram,Tarde
44,Sim,6.83,Melhorou,YouTube,Tarde
38,Sim,9.32,Piorou,Instagram,Noite
48,Sim,7.6,Sem Mudança,Twitter,Manhã
48,Não,5.31,Melhorou,YouTube,Manhã
39,Sim,4.35,Sem Mudança,TikTok,Noite
55,Não,13.56,Melhorou,Instagram,Manhã
42,Não,5.37,Melhorou,TikTok,Tarde
35,Sim,3.89,Sem Mudança,Twitter,Noite
17,Sim,9.84,Melhorou,Instagram,Noite
22,Sim,7.52,Sem Mudança,TikTok,Noite
25,Sim,7.36,Piorou,Twitter,Noite
37,Sim,2.01,Melhorou,YouTube,Noite
17,Sim,7.99,Piorou,Twitter,Noite
37,Sim,9.38,Piorou,Facebook,Noite
33,Sim,7.14,Sem Mudança,Instagram,Noite
51,Sim,5.99,Piorou,Facebook,Noite
49,Não,13.77,Melhorou,Twitter,Noite
57,Não,5.39,Sem Mudança,TikTok,Tarde
39,Sim,3.85,Sem Mudança,Instagram,Noite
17,Não,12.54,Melhorou,Facebook,Manhã
55,Sim,3.4,Sem Mudança,Twitter,Tarde
24,Sim,9.56,Piorou,Twitter,Noite
59,Sim,5.11,Melhorou,Facebook,Noite
36,Sim,1.97,Sem Mudança,YouTube,Noite
52,Sim,1.14,Melhorou,Facebook,Tarde
39,Sim,6.33,Melhorou,TikTok,Noite
53,Sim,5.69,Sem Mudança,Facebook,Tarde
18,Não,11.87,Piorou,YouTube,Manhã
41,Sim,4.18,Piorou,Twitter,Noite
39,Sim,4.54,Piorou,YouTube,Noite
28,Sim,5.8,Sem Mudança,Facebook,Noite
45,Não,12.11,Melhorou,Facebook,Tarde
42,Não,12.68,Piorou,Instagram,Manhã
36,Sim,6.53,Melhorou,Instagram,Noite
36,Sim,9.75,Piorou,TikTok,Noite
50,Não,6.29,Piorou,YouTube,Noite
55,Sim,1.93,Melhorou,TikTok,Noite
46,Sim,6.45,Piorou,YouTube,Manhã
50,Sim,1.3,Sem Mudança,TikTok,Manhã
48,Sim,2.55,Sem Mudança,TikTok,Noite
40,Sim,1.08,Piorou,TikTok,Noite
46,Sim,3.22,Sem Mudança,YouTube,Manhã
23,Sim,8.61,Piorou,Twitter,Noite
40,Sim,6.53,Melhorou,Twitter,Noite
10,Não,11.05,Melhorou,Instagram,Noite
25,Sim,3.44,Piorou,Instagram,Noite
17,Não,10.06,Sem Mudança,Facebook,Noite
18,Não,12.57,Piorou,Instagram,Manhã
18,Não,11.06,Sem Mudança,Twitter,Tarde
58,Sim,3.06,Melhorou,Twitter,Tarde
36,Sim,6.78,Piorou,Instagram,Noite
49,Não,11.78,Sem Mudança,Twitter,Manhã
11,Não,10.26,Piorou,Facebook,Noite
17,Não,8.65,Piorou,Facebook,Manhã
32,Sim,5.08,Melhorou,Twitter,Noite
55,Sim,5.84,Piorou,Facebook,Manhã
43,Sim,1.29,Melhorou,YouTube,Manhã
35,Sim,2.72,Piorou,Instagram,Noite
38,Sim,9.72,Melhorou,Facebook,Noite
20,Não,12.78,Melhorou,YouTube,Noite
18,Sim,9.77,Piorou,TikTok,Noite
50,Sim,3.76,Piorou,YouTube,Noite
56,Sim,5.6,Melhorou,Twitter,Tarde
56,Não,12.76,Melhorou,TikTok,Tarde
27,Sim,1.75,Melhorou,Instagram,Noite
42,Não,8.1,Melhorou,Facebook,Manhã
38,Sim,6.17,Melhorou,Facebook,Noite
20,Sim,7.23,Piorou,Facebook,Noite
36,Sim,9.78,Melhorou,Facebook,Noite
16,Sim,6.54,Piorou,Facebook,Noite
38,Sim,5.21,Sem Mudança,Twitter,Noite
49,Não,12.36,Melhorou,Instagram,Noite
29,Sim,4.78,Piorou,Twitter,Noite
17,Não,12.21,Melhorou,Facebook,Tarde
40,Sim,9.23,Piorou,TikTok,Noite
30,Sim,5.86,Sem Mudança,YouTube,Noite
10,Não,9.96,Melhorou,YouTube,Tarde
13,Não,11.93,Sem Mudança,Facebook,Tarde
22,Sim,9.07,Melhorou,TikTok,Noite
52,Sim,6.26,Melhorou,Twitter,Noite
35,Sim,5.67,Melhorou,Twitter,Noite
46,Não,14.09,Sem Mudança,Twitter,Noite
50,Não,5.66,Sem Mudança,TikTok,Noite
14,Não,12.34,Piorou,Instagram,Noite
16,Não,12.23,Sem Mudança,Twitter,Noite
16,Sim,5.9,Melhorou,Twitter,Noite
50,Não,4.67,Sem Mudança,Twitter,Manhã
45,Não,11.11,Piorou,TikTok,Tarde
38,Sim,6.16,Piorou,TikTok,Noite
37,Sim,6.67,Melhorou,TikTok,Noite
24,Sim,7.12,Sem Mudança,TikTok,Noite
11,Não,9.87,Piorou,TikTok,Tarde
53,Não,7.1,Sem Mudança,Twitter,Noite
35,Sim,4.45,Sem Mudança,Instagram,Noite
48,Sim,7.68,Piorou,Instagram,Manhã
55,Sim,3.36,Sem Mudança,Twitter,Noite
39,Sim,9.61,Sem Mudança,Twitter,Noite
11,Não,9.07,Melhorou,YouTube,Noite
55,Não,9.22,Piorou,TikTok,Manhã
50,Não,9.07,Sem Mudança,YouTube,Manhã
42,Sim,5.28,Piorou,Instagram,Tarde
25,Sim,5.92,Sem Mudança,Instagram,Noite
25,Sim,8.58,Melhorou,YouTube,Noite
31,Sim,1.93,Sem Mudança,Twitter,Noite
48,Não,13.88,Melhorou,Facebook,Tarde
42,Não,8.86,Piorou,Twitter,Tarde
40,Sim,6.82,Sem Mudança,Instagram,Noite
40,Sim,4.76,Sem Mudança,Facebook,Noite
35,Sim,5.42,Piorou,Facebook,Noite
41,Não,5.86,Melhorou,Facebook,Tarde
55,Sim,6.69,Melhorou,Facebook,Tarde
48,Não,4.59,Piorou,TikTok,Tarde
14,Não,8.76,Sem Mudança,YouTube,Tarde
17,Não,8.18,Melhorou,Twitter,Noite
55,Não,9.63,Piorou,Twitter,Manhã
29,Sim,9.82,Melhorou,TikTok,Noite
28,Sim,8.55,Piorou,Instagram,Noite
10,Não,10.12,Sem Mudança,Twitter,Tarde
51,Sim,1.52,Piorou,TikTok,Manhã
29,Sim,6.01,Sem Mudança,TikTok,Noite
11,Não,8.05,Melhorou,Facebook,Tarde
16,Sim,9.69,Piorou,YouTube,Noite
26,Sim,6.67,Melhorou,TikTok,Noite
24,Sim,2.45,Sem Mudança,YouTube,Noite
51,Sim,5.68,Sem Mudança,Instagram,Noite
43,Não,11.48,Sem Mudança,YouTube,Tarde
15,Não,10.1,Piorou,Instagram,Manhã
28,Sim,1.44,Melhorou,Twitter,Noite
27,Sim,9.39,Piorou,TikTok,Noite
45,Não,4.03,Piorou,TikTok,Manhã
22,Não,12.01,Sem Mudança,TikTok,Noite
59,Não,6.12,Sem Mudança,Facebook,Manhã
16,Não,12.82,Melhorou,Facebook,Noite
16,Sim,9.79,Melhorou,Instagram,Noite
35,Sim,1.96,Sem Mudança,Facebook,Noite
51,Sim,4.63,Melhorou,Facebook,Manhã
34,Sim,2.92,Melhorou,Twitter,Noite
59,Sim,7.52,Melhorou,Facebook,Noite
46,Sim,3.99,Melhorou,YouTube,Tarde
59,Sim,5.73,Melhorou,Twitter,Noite
46,Não,13.26,Melhorou,YouTube,Manhã
39,Sim,7.73,Piorou,TikTok,Noite
40,Sim,7.69,Melhorou,YouTube,Noite
45,Sim,6.36,Piorou,Facebook,Tarde
43,Não,11.2,Sem Mudança,TikTok,Manhã
50,Sim,1.7,Melhorou,Twitter,Manhã
24,Sim,9.8,Sem Mudança,TikTok,Noite
17,Não,12.27,Sem Mudança,YouTube,Noite
44,Sim,5.08,Sem Mudança,YouTube,Manhã
57,Sim,5.21,Piorou,YouTube,Manhã
11,Não,14.04,Piorou,Instagram,Manhã
39,Sim,6.86,Sem Mudança,Twitter,Noite
38,Sim,4.42,Melhorou,Instagram,Noite
18,Não,12.26,Sem Mudança,Twitter,Tarde
34,Sim,1.1,Sem Mudança,Facebook,Noite
34,Sim,5.99,Melhorou,TikTok,Noite
46,Sim,1.39,Melhorou,Facebook,Noite
29,Sim,2.38,Sem Mudança,Twitter,Noite
19,Não,11.03,Sem Mudança,Instagram,Tarde
23,Sim,5.95,Melhorou,Facebook,Noite
46,Não,10.82,Melhorou,Twitter,Noite
27,Sim,4.71,Melhorou,YouTube,Noite
12,Não,9.74,Piorou,Facebook,Noite
16,Não,12.17,Melhorou,YouTube,Noite
53,Sim,3.37,Sem Mudança,TikTok,Tarde
14,Não,12.7,Sem Mudança,TikTok,Manhã
22,Sim,5.21,Piorou,Instagram,Noite
22,Sim,1.06,Sem Mudança,Facebook,Noite
25,Sim,9.36,Piorou,Instagram,Noite
57,Não,8.93,Sem Mudança,YouTube,Noite
28,Sim,1.37,Sem Mudança,Facebook,Noite
26,Sim,1.98,Sem Mudança,Facebook,Noite
58,Sim,2.75,Piorou,Instagram,Manhã
56,Sim,1.9,Sem Mudança,TikTok,Manhã
42,Não,5.53,Piorou,Twitter,Manhã
40,Sim,8.34,Piorou,Twitter,Noite
18,Sim,2.83,Melhorou,TikTok,Noite
22,Não,13.47,Sem Mudança,Facebook,Tarde
41,Não,10.95,Melhorou,Facebook,Tarde
57,Sim,6.65,Melhorou,YouTube,Tarde
15,Não,11.19,Melhorou,TikTok,Noite
39,Sim,9.92,Piorou,YouTube,Noite
24,Sim,7.52,Melhorou,TikTok,Noite
31,Sim,2.12,Piorou,Instagram,Noite
49,Não,6.78,Melhorou,TikTok,Manhã
15,Não,10.78,Melhorou,YouTube,Tarde
56,Sim,3.45,Piorou,Twitter,Noite
26,Sim,1.84,Piorou,YouTube,Noite
46,Sim,2.72,Piorou,Instagram,Tarde
14,Não,9.78,Melhorou,Facebook,Tarde
19,Não,12.52,Melhorou,YouTube,Tarde
53,Sim,5.93,Sem Mudança,Facebook,Noite
57,Não,12.43,Melhorou,YouTube,Tarde
51,Sim,2.01,Sem Mudança,TikTok,Noite
24,Sim,9.82,Melhorou,TikTok,Noite
42,Sim,6.64,Melhorou,TikTok,Manhã
12,Não,10.64,Sem Mudança,Instagram,Tarde
49,Não,10.34,Melhorou,TikTok,Noite
28,Sim,9.24,Melhorou,Twitter,Noite
20,Sim,3.18,Sem Mudança,TikTok,Noite
14,Não,9.37,Melhorou,Instagram,Tarde
33,Sim,3.2,Melhorou,Facebook,Noite
10,Não,9.12,Melhorou,Facebook,Tarde
59,Não,7.52,Melhorou,Twitter,Noite
51,Sim,6.94,Melhorou,TikTok,Tarde
40,Sim,1.0,Piorou,Twitter,Noite
11,Não,10.77,Sem Mudança,Instagram,Noite
54,Não,6.44,Melhorou,Twitter,Manhã
21,Sim,5.76,Piorou,Instagram,Noite
55,Não,9.75,Melhorou,TikTok,Manhã
18,Sim,6.27,Piorou,YouTube,Noite
32,Sim,3.66,Sem Mudança,YouTube,Noite
17,Não,10.79,Melhorou,Instagram,Manhã
10,Não,11.34,Sem Mudança,Facebook,Noite
32,Sim,5.48,Melhorou,YouTube,Noite
57,Não,6.57,Melhorou,TikTok,Manhã
24,Sim,3.68,Sem Mudança,YouTube,Noite
22,Não,12.48,Melhorou,TikTok,Manhã
24,Sim,1.37,Melhorou,YouTube,Noite
16,Sim,7.47,Sem Mudança,Instagram,Noite
23,Sim,4.04,Sem Mudança,Facebook,Noite
25,Sim,7.05,Sem Mudança,Twitter,Noite
12,Não,11.38,Sem Mudança,Instagram,Manhã
15,Não,9.01,Piorou,YouTube,Tarde
57,Sim,6.39,Melhorou,TikTok,Noite
18,Não,12.01,Piorou,YouTube,Noite
28,Sim,7.86,Piorou,Twitter,Noite
48,Não,9.77,Sem Mudança,Twitter,Manhã
49,Sim,6.41,Melhorou,Facebook,Tarde
22,Sim,5.75,Sem Mudança,Facebook,Noite
37,Sim,3.17,Piorou,Instagram,Noite
16,Não,8.39,Melhorou,Facebook,Noite
26,Sim,8.17,Sem Mudança,Twitter,Noite
28,Sim,8.7,Piorou,Facebook,Noite
16,Não,11.74,Piorou,Twitter,Noite
20,Não,8.07,Melhorou,TikTok,Noite
52,Não,14.32,Piorou,YouTube,Manhã
16,Não,11.24,Piorou,Instagram,Noite
52,Não,5.61,Melhorou,Facebook,Tarde
43,Não,10.54,Sem Mudança,Facebook,Tarde
28,Sim,8.18,Sem Mudança,Facebook,Noite
19,Não,8.29,Piorou,TikTok,Tarde
22,Não,10.57,Melhorou,YouTube,Noite
22,Sim,3.48,Piorou,YouTube,Noite
55,Sim,7.67,Sem Mudança,Twitter,Manhã
54,Não,7.87,Melhorou,Facebook,Manhã
36,Sim,7.68,Melhorou,Facebook,Noite
11,Não,10.87,Piorou,TikTok,Tarde
